,Date/Time,Lat,Lon,Base
114,2014-04-01 07:11:00,40.7877,-73.9788,B02512
115,2014-04-01 07:12:00,40.8674,-73.8822,B02512
116,2014-04-01 07:14:00,40.7678,-73.9704,B02512
117,2014-04-01 07:15:00,40.7749,-73.9587,B02512
118,2014-04-01 07:15:00,40.7209,-73.9813,B02512
119,2014-04-01 07:17:00,40.756,-73.9752,B02512
120,2014-04-01 07:17:00,40.7923,-73.9676,B02512
121,2014-04-01 07:20:00,40.739,-73.9991,B02512
122,2014-04-01 07:21:00,40.7273,-73.9797,B02512
123,2014-04-01 07:22:00,40.7751,-73.9475,B02512
124,2014-04-01 07:22:00,40.7406,-73.9983,B02512
125,2014-04-01 07:23:00,40.8364,-74.1461,B02512
126,2014-04-01 07:24:00,40.7452,-73.991,B02512
127,2014-04-01 07:25:00,40.7805,-73.9481,B02512
128,2014-04-01 07:25:00,40.7805,-73.9481,B02512
129,2014-04-01 07:26:00,40.7814,-73.9513,B02512
130,2014-04-01 07:26:00,40.7864,-73.9699,B02512
131,2014-04-01 07:27:00,40.783,-73.9559,B02512
132,2014-04-01 07:28:00,40.7582,-73.9928,B02512
133,2014-04-01 07:29:00,40.7216,-74.0046,B02512
134,2014-04-01 07:29:00,40.7298,-73.9988,B02512
135,2014-04-01 07:29:00,40.7746,-73.956,B02512
136,2014-04-01 07:30:00,40.7208,-73.994,B02512
137,2014-04-01 07:32:00,40.7669,-73.9617,B02512
138,2014-04-01 07:32:00,40.7084,-74.0064,B02512
139,2014-04-01 07:35:00,40.7425,-73.9942,B02512
140,2014-04-01 07:35:00,40.7424,-73.9838,B02512
141,2014-04-01 07:35:00,40.7724,-73.955,B02512
142,2014-04-01 07:37:00,40.7787,-73.9559,B02512
143,2014-04-01 07:38:00,40.7752,-73.9637,B02512
144,2014-04-01 07:38:00,40.7754,-73.95,B02512
145,2014-04-01 07:38:00,40.7368,-74.0044,B02512
146,2014-04-01 07:40:00,40.7174,-73.9924,B02512
147,2014-04-01 07:42:00,40.7305,-73.9934,B02512
148,2014-04-01 07:45:00,40.7747,-73.9613,B02512
149,2014-04-01 07:45:00,40.7229,-73.994,B02512
150,2014-04-01 07:46:00,40.7396,-73.981,B02512
151,2014-04-01 07:46:00,40.725,-73.9994,B02512
152,2014-04-01 07:50:00,40.695,-74.1774,B02512
153,2014-04-01 07:51:00,40.719,-74.0064,B02512
154,2014-04-01 07:51:00,40.8271,-73.9726,B02512
155,2014-04-01 07:53:00,40.7793,-73.9495,B02512
156,2014-04-01 07:54:00,40.7266,-73.9801,B02512
157,2014-04-01 07:55:00,40.6922,-74.1811,B02512
158,2014-04-01 07:56:00,40.7418,-74.0074,B02512
159,2014-04-01 07:56:00,40.7108,-73.9845,B02512
160,2014-04-01 07:57:00,40.7857,-73.9802,B02512
161,2014-04-01 07:59:00,40.7757,-73.9502,B02512
162,2014-04-01 08:01:00,40.7514,-73.9699,B02512
163,2014-04-01 08:02:00,40.7343,-73.9936,B02512
164,2014-04-01 08:05:00,40.734,-74.0094,B02512
165,2014-04-01 08:05:00,40.718,-74.0099,B02512
166,2014-04-01 08:07:00,40.7287,-73.9805,B02512
167,2014-04-01 08:08:00,40.758,-73.9707,B02512
168,2014-04-01 08:08:00,40.692,-74.1813,B02512
169,2014-04-01 08:08:00,40.778,-73.9487,B02512
170,2014-04-01 08:08:00,40.7658,-73.9692,B02512
171,2014-04-01 08:08:00,40.7222,-74.0104,B02512
172,2014-04-01 08:10:00,40.7329,-73.9881,B02512
173,2014-04-01 08:11:00,40.7659,-73.9766,B02512
174,2014-04-01 08:16:00,40.7789,-73.9618,B02512
175,2014-04-01 08:18:00,40.789,-73.9743,B02512
176,2014-04-01 08:19:00,40.7617,-73.9843,B02512
177,2014-04-01 08:19:00,40.7214,-73.9475,B02512
178,2014-04-01 08:20:00,40.7595,-73.9913,B02512
179,2014-04-01 08:21:00,40.7931,-73.9748,B02512
180,2014-04-01 08:21:00,40.7371,-74.0004,B02512
181,2014-04-01 08:22:00,40.7345,-73.996,B02512
182,2014-04-01 08:24:00,40.7747,-73.9912,B02512
183,2014-04-01 08:24:00,40.8822,-73.9211,B02512
184,2014-04-01 08:25:00,40.762,-73.9787,B02512
185,2014-04-01 08:25:00,40.762,-73.9787,B02512
186,2014-04-01 08:27:00,40.7326,-74.0038,B02512
187,2014-04-01 08:28:00,40.7555,-73.9737,B02512
188,2014-04-01 08:28:00,40.7596,-73.9854,B02512
189,2014-04-01 08:29:00,40.6904,-74.1778,B02512
190,2014-04-01 08:29:00,40.6904,-74.1778,B02512
191,2014-04-01 08:30:00,40.7408,-73.9914,B02512
192,2014-04-01 08:32:00,40.6819,-73.9358,B02512
193,2014-04-01 08:32:00,40.7624,-73.9714,B02512
194,2014-04-01 08:36:00,40.7805,-73.9548,B02512
195,2014-04-01 08:39:00,40.7889,-73.9542,B02512
196,2014-04-01 08:42:00,40.7835,-73.9513,B02512
197,2014-04-01 08:43:00,40.7651,-73.9617,B02512
198,2014-04-01 08:43:00,40.7261,-73.9918,B02512
199,2014-04-01 08:44:00,40.7303,-73.9937,B02512
200,2014-04-01 08:44:00,40.8736,-74.0628,B02512
201,2014-04-01 08:45:00,40.724,-73.9981,B02512
202,2014-04-01 08:46:00,40.7744,-73.9578,B02512
203,2014-04-01 08:49:00,40.7607,-73.9861,B02512
204,2014-04-01 08:49:00,40.7749,-73.9841,B02512
205,2014-04-01 08:51:00,40.7625,-73.9724,B02512
206,2014-04-01 08:52:00,40.7377,-73.9965,B02512
207,2014-04-01 08:54:00,40.7388,-74.0087,B02512
208,2014-04-01 08:56:00,40.7677,-73.981,B02512
209,2014-04-01 08:58:00,40.7691,-73.9652,B02512
210,2014-04-01 08:58:00,40.7816,-73.9602,B02512
211,2014-04-01 08:58:00,40.7739,-73.8717,B02512
212,2014-04-01 09:00:00,40.7841,-73.9542,B02512
213,2014-04-01 09:02:00,40.7426,-73.9963,B02512
214,2014-04-01 09:05:00,40.771,-73.8669,B02512
215,2014-04-01 09:06:00,40.775,-73.9888,B02512
216,2014-04-01 09:07:00,40.7356,-74.0029,B02512
217,2014-04-01 09:08:00,40.7666,-73.9784,B02512
218,2014-04-01 09:10:00,40.7118,-73.9499,B02512
219,2014-04-01 09:12:00,40.7097,-74.0153,B02512
220,2014-04-01 09:15:00,40.7438,-74.0061,B02512
221,2014-04-01 09:16:00,40.76,-73.9861,B02512
222,2014-04-01 09:16:00,40.7752,-73.9635,B02512
223,2014-04-01 09:23:00,40.7788,-73.956,B02512
224,2014-04-01 09:24:00,40.8078,-73.9639,B02512
225,2014-04-01 09:24:00,40.7631,-73.9784,B02512
226,2014-04-01 09:25:00,40.7788,-73.951,B02512
227,2014-04-01 09:25:00,40.7714,-73.9594,B02512
228,2014-04-01 09:28:00,40.7694,-73.983,B02512
229,2014-04-01 09:30:00,40.733,-73.9901,B02512
230,2014-04-01 09:32:00,40.7412,-73.9878,B02512
231,2014-04-01 09:35:00,40.7526,-73.975,B02512
232,2014-04-01 09:38:00,40.7602,-73.9598,B02512
233,2014-04-01 09:42:00,40.773,-73.9669,B02512
234,2014-04-01 09:46:00,40.7628,-73.9948,B02512
235,2014-04-01 09:46:00,40.7752,-73.9636,B02512
236,2014-04-01 09:48:00,40.7283,-74.0071,B02512
237,2014-04-01 09:49:00,40.7195,-74.0367,B02512
238,2014-04-01 09:49:00,40.7195,-74.0367,B02512
239,2014-04-01 09:52:00,40.7747,-73.9911,B02512
240,2014-04-01 09:52:00,40.7401,-73.992,B02512
241,2014-04-01 09:54:00,40.7686,-73.9698,B02512
242,2014-04-01 09:54:00,40.7336,-73.9982,B02512
243,2014-04-01 09:55:00,40.7795,-73.9837,B02512
244,2014-04-01 09:58:00,40.7148,-74.0162,B02512
245,2014-04-01 09:58:00,40.7438,-73.9759,B02512
246,2014-04-01 09:58:00,40.745,-73.9888,B02512
247,2014-04-01 10:01:00,40.7768,-73.9773,B02512
248,2014-04-01 10:01:00,40.7594,-73.966,B02512
249,2014-04-01 10:04:00,40.7741,-73.8726,B02512
250,2014-04-01 10:05:00,40.7367,-73.9907,B02512
251,2014-04-01 10:06:00,40.7368,-73.9847,B02512
252,2014-04-01 10:07:00,40.8079,-73.9638,B02512
253,2014-04-01 10:15:00,40.6678,-73.7956,B02512
254,2014-04-01 10:15:00,40.721,-74.0033,B02512
255,2014-04-01 10:15:00,40.7764,-73.9598,B02512
256,2014-04-01 10:18:00,40.7746,-73.9581,B02512
257,2014-04-01 10:18:00,40.7745,-73.9638,B02512
258,2014-04-01 10:22:00,40.7224,-73.9935,B02512
259,2014-04-01 10:22:00,40.7736,-73.9626,B02512
260,2014-04-01 10:23:00,40.7348,-73.9929,B02512
261,2014-04-01 10:27:00,40.7605,-73.9991,B02512
262,2014-04-01 10:27:00,40.6948,-74.1779,B02512
263,2014-04-01 10:29:00,40.7573,-73.9877,B02512
264,2014-04-01 10:32:00,40.6949,-74.1781,B02512
265,2014-04-01 10:32:00,40.6949,-74.1781,B02512
266,2014-04-01 10:32:00,40.7771,-73.9754,B02512
267,2014-04-01 10:33:00,40.7584,-73.989,B02512
268,2014-04-01 10:33:00,40.755,-73.9878,B02512
269,2014-04-01 10:34:00,40.7226,-74.0004,B02512
270,2014-04-01 10:34:00,40.774,-73.9607,B02512
271,2014-04-01 10:34:00,40.7718,-73.9654,B02512
272,2014-04-01 10:34:00,40.7748,-73.991,B02512
273,2014-04-01 10:36:00,40.775,-73.9595,B02512
274,2014-04-01 10:37:00,40.7636,-73.9636,B02512
275,2014-04-01 10:37:00,40.7743,-73.9847,B02512
276,2014-04-01 10:41:00,40.7688,-73.8627,B02512
277,2014-04-01 10:43:00,40.7254,-74.0071,B02512
278,2014-04-01 10:44:00,40.7534,-73.9748,B02512
279,2014-04-01 10:44:00,40.7773,-73.9595,B02512
280,2014-04-01 10:46:00,40.7233,-74.0062,B02512
281,2014-04-01 10:46:00,40.763,-73.9781,B02512
282,2014-04-01 10:48:00,40.7822,-73.9599,B02512
283,2014-04-01 10:53:00,40.6916,-73.9677,B02512
284,2014-04-01 10:54:00,40.7577,-73.9694,B02512
285,2014-04-01 10:55:00,40.7668,-73.9789,B02512
286,2014-04-01 10:58:00,40.7741,-73.9629,B02512
287,2014-04-01 10:59:00,40.7271,-74.0058,B02512
288,2014-04-01 10:59:00,40.7072,-74.0049,B02512
289,2014-04-01 11:01:00,40.7412,-73.9964,B02512
290,2014-04-01 11:01:00,40.7883,-74.0456,B02512
291,2014-04-01 11:01:00,40.7883,-74.0456,B02512
292,2014-04-01 11:02:00,40.7568,-73.9721,B02512
293,2014-04-01 11:02:00,40.7624,-73.9728,B02512
294,2014-04-01 11:02:00,40.7457,-73.9916,B02512
295,2014-04-01 11:03:00,40.7863,-73.9774,B02512
296,2014-04-01 11:04:00,40.7593,-73.9721,B02512
297,2014-04-01 11:05:00,40.7398,-73.9912,B02512
298,2014-04-01 11:06:00,40.8275,-74.0468,B02512
299,2014-04-01 11:06:00,40.8275,-74.0468,B02512
300,2014-04-01 11:06:00,40.7686,-73.9658,B02512
301,2014-04-01 11:09:00,40.7566,-73.9765,B02512
302,2014-04-01 11:11:00,40.7103,-73.9846,B02512
303,2014-04-01 11:12:00,40.7414,-73.9902,B02512
304,2014-04-01 11:13:00,40.7439,-73.9899,B02512
305,2014-04-01 11:14:00,40.7619,-73.973,B02512
306,2014-04-01 11:15:00,40.7201,-74.0041,B02512
307,2014-04-01 11:16:00,40.7329,-73.9913,B02512
308,2014-04-01 11:16:00,40.7582,-73.9815,B02512
309,2014-04-01 11:17:00,40.7747,-73.9584,B02512
310,2014-04-01 11:17:00,40.7775,-73.9612,B02512
311,2014-04-01 11:17:00,40.773,-73.9802,B02512
312,2014-04-01 11:18:00,40.7392,-73.9991,B02512
313,2014-04-01 11:20:00,40.7368,-73.9958,B02512
314,2014-04-01 11:21:00,40.8052,-73.9662,B02512
315,2014-04-01 11:22:00,40.7205,-74.0031,B02512
316,2014-04-01 11:22:00,40.7633,-73.9829,B02512
317,2014-04-01 11:24:00,40.6922,-73.9441,B02512
318,2014-04-01 11:25:00,40.7476,-73.9969,B02512
319,2014-04-01 11:28:00,40.7707,-73.9815,B02512
320,2014-04-01 11:33:00,40.7257,-73.9972,B02512
321,2014-04-01 11:33:00,40.7611,-73.9754,B02512
322,2014-04-01 11:34:00,40.7035,-74.0107,B02512
323,2014-04-01 11:34:00,40.7591,-73.996,B02512
324,2014-04-01 11:35:00,40.7419,-74.0036,B02512
325,2014-04-01 11:37:00,40.755,-73.9746,B02512
326,2014-04-01 11:39:00,40.7472,-73.9863,B02512
327,2014-04-01 11:40:00,40.7548,-73.9847,B02512
328,2014-04-01 11:41:00,40.7797,-73.9762,B02512
329,2014-04-01 11:41:00,40.7323,-74.0076,B02512
330,2014-04-01 11:42:00,40.7741,-73.8726,B02512
331,2014-04-01 11:43:00,40.7074,-74.0172,B02512
332,2014-04-01 11:44:00,40.6334,-73.9954,B02512
333,2014-04-01 11:45:00,40.71,-74.0114,B02512
334,2014-04-01 11:45:00,40.7386,-73.9897,B02512
335,2014-04-01 11:47:00,40.7095,-74.0156,B02512
336,2014-04-01 11:47:00,40.7024,-74.0133,B02512
337,2014-04-01 11:47:00,40.7581,-73.9619,B02512
338,2014-04-01 11:48:00,40.7685,-73.8625,B02512
339,2014-04-01 11:50:00,40.7389,-73.9874,B02512
340,2014-04-01 11:53:00,40.7736,-73.8716,B02512
341,2014-04-01 11:54:00,40.7154,-74.0163,B02512
342,2014-04-01 11:59:00,40.7599,-73.9804,B02512
343,2014-04-01 11:59:00,40.7559,-73.9874,B02512
344,2014-04-01 12:02:00,40.7852,-74.022,B02512
345,2014-04-01 12:02:00,40.7852,-74.022,B02512
346,2014-04-01 12:04:00,40.6878,-74.1817,B02512
347,2014-04-01 12:07:00,40.6864,-73.9747,B02512
348,2014-04-01 12:10:00,40.8289,-73.9451,B02512
349,2014-04-01 12:10:00,40.8289,-73.9451,B02512
350,2014-04-01 12:13:00,40.7672,-73.9682,B02512
351,2014-04-01 12:14:00,40.7498,-73.9816,B02512
352,2014-04-01 12:15:00,40.6751,-73.8016,B02512
353,2014-04-01 12:16:00,40.7544,-73.9692,B02512
354,2014-04-01 12:17:00,40.7685,-73.9535,B02512
355,2014-04-01 12:19:00,40.7684,-73.9599,B02512
356,2014-04-01 12:19:00,40.7728,-73.9673,B02512
357,2014-04-01 12:19:00,40.7702,-73.9577,B02512
358,2014-04-01 12:20:00,40.7647,-73.9796,B02512
359,2014-04-01 12:20:00,40.7868,-73.972,B02512
360,2014-04-01 12:20:00,40.7178,-74.0035,B02512
361,2014-04-01 12:24:00,40.7732,-73.8857,B02512
362,2014-04-01 12:26:00,40.7257,-73.9919,B02512
363,2014-04-01 12:26:00,40.695,-74.178,B02512
364,2014-04-01 12:27:00,40.7644,-73.9796,B02512
365,2014-04-01 12:29:00,40.7641,-73.9766,B02512
366,2014-04-01 12:29:00,40.723,-74.0012,B02512
367,2014-04-01 12:29:00,40.7326,-73.9935,B02512
368,2014-04-01 12:30:00,40.7569,-73.9742,B02512
369,2014-04-01 12:31:00,40.7622,-73.9788,B02512
370,2014-04-01 12:31:00,40.7785,-73.9533,B02512
371,2014-04-01 12:32:00,40.7447,-73.9873,B02512
372,2014-04-01 12:32:00,40.7191,-73.9973,B02512
373,2014-04-01 12:33:00,40.7031,-73.9853,B02512
374,2014-04-01 12:42:00,40.9148,-74.2213,B02512
375,2014-04-01 12:44:00,40.7649,-73.9708,B02512
376,2014-04-01 12:44:00,40.7521,-73.9756,B02512
377,2014-04-01 12:47:00,40.7374,-74.0008,B02512
378,2014-04-01 12:50:00,40.7749,-73.9639,B02512
379,2014-04-01 12:50:00,40.7763,-73.9621,B02512
380,2014-04-01 12:51:00,40.749,-74.0029,B02512
381,2014-04-01 12:51:00,40.7276,-74.0349,B02512
382,2014-04-01 12:51:00,40.7276,-74.0349,B02512
383,2014-04-01 12:51:00,40.7631,-73.9842,B02512
384,2014-04-01 12:52:00,40.7601,-73.9669,B02512
385,2014-04-01 12:53:00,40.8791,-73.8811,B02512
386,2014-04-01 12:54:00,40.771,-73.866,B02512
387,2014-04-01 12:57:00,40.7364,-74.0099,B02512
388,2014-04-01 12:57:00,40.7657,-73.9549,B02512
389,2014-04-01 12:57:00,40.75,-73.9757,B02512
390,2014-04-01 12:58:00,40.7397,-73.9857,B02512
391,2014-04-01 12:58:00,40.779,-74.42,B02512
392,2014-04-01 12:59:00,40.7273,-74.0007,B02512
393,2014-04-01 13:01:00,40.7684,-73.8624,B02512
394,2014-04-01 13:01:00,40.7393,-73.9954,B02512
395,2014-04-01 13:01:00,40.7382,-74.0078,B02512
396,2014-04-01 13:03:00,40.7187,-74.0024,B02512
397,2014-04-01 13:07:00,40.7618,-73.9752,B02512
398,2014-04-01 13:07:00,40.7851,-73.9538,B02512
399,2014-04-01 13:07:00,40.7851,-73.9538,B02512
400,2014-04-01 13:08:00,40.742,-73.985,B02512
401,2014-04-01 13:08:00,40.7458,-73.987,B02512
402,2014-04-01 13:09:00,40.7699,-73.9589,B02512
403,2014-04-01 13:09:00,40.76,-73.9839,B02512
404,2014-04-01 13:10:00,40.9155,-74.0761,B02512
405,2014-04-01 13:15:00,40.7516,-73.9739,B02512
406,2014-04-01 13:16:00,40.774,-73.8733,B02512
407,2014-04-01 13:17:00,40.7565,-73.9843,B02512
408,2014-04-01 13:17:00,40.7195,-74.0123,B02512
409,2014-04-01 13:18:00,40.7529,-73.9855,B02512
410,2014-04-01 13:20:00,40.7501,-73.9761,B02512
411,2014-04-01 13:22:00,40.7197,-73.9917,B02512
412,2014-04-01 13:22:00,40.7619,-73.9729,B02512
413,2014-04-01 13:23:00,40.783,-73.951,B02512
414,2014-04-01 13:24:00,40.7319,-73.9877,B02512
415,2014-04-01 13:26:00,40.7538,-73.9926,B02512
416,2014-04-01 13:26:00,40.7189,-74.0065,B02512
417,2014-04-01 13:27:00,40.7455,-73.988,B02512
418,2014-04-01 13:30:00,40.753,-74.0248,B02512
419,2014-04-01 13:30:00,40.753,-74.0248,B02512
420,2014-04-01 13:33:00,40.7646,-73.9686,B02512
421,2014-04-01 13:34:00,40.7692,-73.9829,B02512
422,2014-04-01 13:34:00,40.7275,-74.0088,B02512
423,2014-04-01 13:35:00,40.7494,-73.9923,B02512
424,2014-04-01 13:35:00,40.6957,-73.9872,B02512
425,2014-04-01 13:39:00,40.695,-74.1784,B02512
426,2014-04-01 13:40:00,40.7739,-73.8728,B02512
427,2014-04-01 13:40:00,40.7757,-73.4202,B02512
428,2014-04-01 13:40:00,40.7651,-73.9531,B02512
429,2014-04-01 13:41:00,40.7663,-73.9251,B02512
430,2014-04-01 13:42:00,40.7177,-73.9966,B02512
431,2014-04-01 13:44:00,40.78,-73.961,B02512
432,2014-04-01 13:45:00,40.7741,-73.8727,B02512
433,2014-04-01 13:47:00,40.7385,-73.9854,B02512
434,2014-04-01 13:49:00,40.7685,-73.8624,B02512
435,2014-04-01 13:49:00,40.6926,-73.9873,B02512
436,2014-04-01 13:51:00,40.7346,-73.9963,B02512
437,2014-04-01 13:51:00,40.776,-73.9441,B02512
438,2014-04-01 13:53:00,40.7211,-74.0005,B02512
439,2014-04-01 13:55:00,40.7026,-74.0126,B02512
440,2014-04-01 13:56:00,40.768,-73.9523,B02512
441,2014-04-01 13:56:00,40.7485,-74.0061,B02512
442,2014-04-01 13:56:00,40.7568,-73.9717,B02512
443,2014-04-01 13:57:00,40.7617,-73.9838,B02512
444,2014-04-01 13:57:00,40.774,-73.8728,B02512
445,2014-04-01 13:59:00,40.6919,-73.9966,B02512
446,2014-04-01 14:00:00,40.7754,-73.9905,B02512
447,2014-04-01 14:01:00,40.7515,-73.993,B02512
448,2014-04-01 14:02:00,40.7719,-73.9655,B02512
449,2014-04-01 14:03:00,40.7739,-73.8724,B02512
450,2014-04-01 14:03:00,40.6946,-74.1775,B02512
451,2014-04-01 14:04:00,40.7331,-73.9998,B02512
452,2014-04-01 14:05:00,40.7732,-73.8856,B02512
453,2014-04-01 14:06:00,40.7417,-73.9894,B02512
454,2014-04-01 14:08:00,40.7325,-74.0018,B02512
455,2014-04-01 14:11:00,40.764,-73.9685,B02512
456,2014-04-01 14:14:00,40.7577,-73.9723,B02512
457,2014-04-01 14:15:00,40.6953,-74.1783,B02512
458,2014-04-01 14:15:00,40.7572,-73.9841,B02512
459,2014-04-01 14:16:00,40.8056,-74.3923,B02512
460,2014-04-01 14:16:00,40.7595,-73.9736,B02512
461,2014-04-01 14:17:00,40.7853,-73.9556,B02512
462,2014-04-01 14:17:00,40.7853,-73.9556,B02512
463,2014-04-01 14:18:00,40.7244,-74.0007,B02512
464,2014-04-01 14:20:00,40.7196,-74.0006,B02512
465,2014-04-01 14:21:00,40.7691,-73.9812,B02512
466,2014-04-01 14:21:00,40.7516,-73.9909,B02512
467,2014-04-01 14:21:00,40.7677,-73.9657,B02512
468,2014-04-01 14:23:00,40.7546,-73.966,B02512
